ORF	gene_name	TR_galactose
YNL199C	GCR2	0.072126
YNL200C		0.035339
YNL201C	PSY2	0.086799
YNL202W	SPS19	0.089023
YNL203C		0.056766
YNL204C	SPS18	0.016174
YNL205C		0.023034
YNL206C	RTT106	0.018503
YNL207W	RIO2	0.034059
YNL208W		0.164947
YNL209W	SSB2	0.279440
YNL210W	MER1	0.041112
YNL211C		
YNL212W	VID27	0.055383
YNL213C		0.043638
YNL214W	PEX17	0.026050
YNL215W	IES2	0.089071
YNL216W	RAP1	0.049557
YNL217W		0.085184
YNL218W	MGS1	
YNL219C	ALG9	0.013663
YNL220W	ADE12	0.032283
YNL221C	POP1	0.071264
YNL222W	SSU72	0.025198
YNL223W	ATG4	0.024891
YNL224C		0.066317
YNL225C	CNM67	0.037159
YNL226W		0.027691
YNL227C	JJJ1	0.053274
YNL228W		0.043016
YNL229C	URE2	0.223465
YNL230C	ELA1	
YNL231C	PDR16	1.233111
YNL232W	CSL4	0.156466
YNL233W	BNI4	
YNL234W		0.029799
YNL235C		0.057017
YNL236W	SIN4	
YNL237W	YTP1	0.053735
YNL238W	KEX2	0.053034
YNL239W	LAP3	0.039172
YNL240C	NAR1	0.078834
YNL241C	ZWF1	0.046128
YNL242W	ATG2	
YNL243W	SLA2	0.051133
YNL244C	SUI1	0.108791
YNL245C	CWC25	
YNL246W	VPS75	0.101089
YNL247W		0.047807
YNL248C	RPA49	
YNL249C	MPA43	0.029668
YNL250W	RAD50	
YNL251C	NRD1	0.131650
YNL252C	MRPL17	0.077597
YNL253W	TEX1	
YNL254C		0.055560
YNL255C	GIS2	0.216523
YNL256W	FOL1	0.070118
YNL257C	SIP3	
YNL258C	DSL1	0.085290
YNL259C	ATX1	
YNL260C		
YNL261W	ORC5	
YNL262W	POL2	0.039720
YNL263C	YIF1	0.023008
YNL264C	PDR17	0.023627
YNL265C	IST1	0.040675
YNL266W		0.044043
YNL267W	PIK1	0.103020
YNL268W	LYP1	0.565184
YNL269W	BSC4	
YNL270C	ALP1	0.016598
YNL271C	BNI1	0.255809
YNL272C	SEC2	0.045405
YNL273W	TOF1	0.009313
YNL274C		0.013917
YNL275W		0.021997
YNL276C		0.055753
YNL277W	MET2	0.089413
YNL277W-A		
YNL278W	CAF120	0.061381
YNL279W	PRM1	
YNL280C	ERG24	0.081673
YNL281W	HCH1	
YNL282W	POP3	0.027579
YNL283C	WSC2	
YNL284C	MRPL10	0.021196
YNL285W		
YNL286W	CUS2	0.028151
YNL287W	SEC21	0.048628
YNL288W	CAF40	0.085284
YNL289W	PCL1	0.008419
YNL290W	RFC3	0.071922
YNL291C	MID1	0.018659
YNL292W	PUS4	0.059942
YNL293W	MSB3	0.038956
YNL294C	RIM21	
YNL295W		0.072250
YNL296W		
YNL297C	MON2	
YNL298W	CLA4	0.043214
YNL299W	TRF5	0.056220
YNL300W		0.058988
YNL301C	RPL18B	0.306877
YNL302C	RPS19B	0.187799
YNL303W		
YNL304W	YPT11	0.016630
YNL305C		0.022875
YNL306W	MRPS18	0.070730
YNL307C	MCK1	
YNL308C	KRI1	0.139572
YNL309W	STB1	
YNL310C	ZIM17	0.021299
YNL311C		
YNL312W	RFA2	0.026391
YNL313C		0.037225
YNL314W	DAL82	0.012458
YNL315C	ATP11	0.061802
YNL316C	PHA2	0.047941
YNL317W	PFS2	
YNL318C	HXT14	
YNL319W		
YNL320W		0.014811
YNL321W		
YNL322C	KRE1	0.045978
YNL323W	LEM3	
YNL324W		
YNL325C	FIG4	0.032126
YNL326C	PFA3	0.058024
YNL327W	EGT2	1.466083
YNL328C	MDJ2	0.043300
YNL329C	PEX6	0.090411
YNL330C	RPD3	
YNL331C	AAD14	
YNL332W	THI12	0.010063
YNL333W	SNZ2	
YNL334C	SNO2	0.018173
YNL335W		0.027552
YNL336W	COS1	
YNL337W		
YNL338W		
YNL339C	YRF1-6	
YNL339W-A		
YNL339W-B		
YNR001C	CIT1	
YNR001W-A		
YNR002C	ATO2	0.054895
YNR003C	RPC34	
YNR003W-A		
YNR004W		0.047026
YNR005C		0.017136
YNR006W	VPS27	0.040514
YNR007C	ATG3	0.041801
YNR008W	LRO1	0.035319
YNR009W	NRM1	0.030239
YNR010W	CSE2	0.058787
YNR011C	PRP2	0.055198
YNR012W	URK1	0.026746
YNR013C	PHO91	0.036729
YNR014W		0.029945
YNR015W	SMM1	0.031026
YNR016C	ACC1	0.145832
YNR017W	MAS6	
YNR018W		0.170721
YNR019W	ARE2	0.092159
YNR020C		0.042193
YNR021W		0.062452
YNR022C	MRPL50	0.091159
YNR023W	SNF12	0.035801
YNR024W		0.055147
YNR025C		0.092766
YNR026C	SEC12	0.061807
YNR027W	BUD17	0.039150
YNR028W	CPR8	0.023008
YNR029C		0.024171
YNR030W	ALG12	0.011874
YNR031C	SSK2	
YNR032C-A	HUB1	
YNR032W	PPG1	0.032727
YNR033W	ABZ1	
YNR034W	SOL1	0.054396
YNR034W-A		
YNR035C	ARC35	0.067738
YNR036C		0.084609
YNR037C	RSM19	0.039693
YNR038W	DBP6	
YNR039C	ZRG17	0.026442
YNR040W		
YNR041C	COQ2	0.030685
YNR042W		0.028345
YNR043W	MVD1	0.050158
YNR044W	AGA1	0.048450
YNR045W	PET494	0.041953
YNR046W	TRM112	0.059901
YNR047W		0.040404
YNR048W		0.043201
YNR049C	MSO1	0.041634
YNR050C	LYS9	0.032923
YNR051C	BRE5	0.025493
YNR052C	POP2	0.047263
YNR053C	NOG2	0.220540
YNR054C	ESF2	0.143010
YNR055C	HOL1	0.103098
YNR056C	BIO5	0.033925
YNR057C	BIO4	0.024917
YNR058W	BIO3	0.028635
YNR059W	MNT4	0.053310
YNR060W	FRE4	0.046698
YNR061C		0.036233
YNR062C		0.016016
YNR063W		0.031082
YNR064C		0.023346
YNR065C		0.030361
YNR066C		
YNR067C	DSE4	0.927006
YNR068C		0.035428
YNR069C	BSC5	0.028457
YNR070W		
YNR071C		
YNR072W	HXT17	0.012752
YNR073C		0.140692
YNR074C	AIF1	
YNR075C-A		
YNR075W	COS10	
YNR076W	PAU6	0.012742
YNR077C		
YOL001W	PHO80	0.086788
YOL002C	IZH2	0.138926
YOL003C	PFA4	
YOL004W	SIN3	
YOL005C	RPB11	0.048571
YOL006C	TOP1	0.097535
YOL007C	CSI2	0.075002
YOL008W	COQ10	
YOL009C	MDM12	0.025294
YOL010W	RCL1	0.115321
YOL011W	PLB3	0.107222
YOL012C	HTZ1	0.236253
YOL013C	HRD1	0.053288
YOL013W-A		
YOL013W-B		
YOL014W		
YOL015W		0.017291
YOL016C	CMK2	
YOL017W	ESC8	
YOL018C	TLG2	0.037950
YOL019W		0.054750
YOL019W-A		
YOL020W	TAT2	0.119111
YOL021C	DIS3	0.068737
YOL022C		0.025388
YOL023W	IFM1	
YOL024W		
YOL025W	LAG2	0.017214
YOL026C	MIM1	
YOL027C	MDM38	0.064681
YOL028C	YAP7	0.074253
YOL029C		0.089930
YOL030W	GAS5	0.056715
YOL031C	SIL1	0.031027
YOL032W	OPI10	
YOL033W	MSE1	0.026520
YOL034W	SMC5	0.078377
YOL035C		0.099379
YOL036W		0.193907
YOL037C		0.079440
YOL038C-A		
YOL038W	PRE6	0.061739
YOL039W	RPP2A	0.071101
YOL040C	RPS15	
YOL041C	NOP12	0.004778
YOL042W	NGL1	0.047681
YOL043C	NTG2	0.063027
YOL044W	PEX15	0.050632
YOL045W	PSK2	0.039341
YOL046C		0.029429
YOL047C		
YOL048C		
YOL049W	GSH2	0.032120
YOL050C		0.081666
YOL051W	GAL11	0.158021
YOL052C	SPE2	0.066258
YOL052C-A	DDR2	
YOL053W		0.053884
YOL054W		0.057944
YOL055C	THI20	0.023972
YOL056W	GPM3	0.054795
YOL057W		
YOL058W	ARG1	0.003416
YOL059W	GPD2	0.249905
YOL060C	MAM3	0.024019
YOL061W	PRS5	0.033022
YOL062C	APM4	0.032854
YOL063C	CRT10	0.034567
YOL064C	MET22	0.090361
YOL065C	INP54	0.032770
YOL066C	RIB2	0.050227
YOL067C	RTG1	0.041206
YOL068C	HST1	0.079617
YOL069W	NUF2	0.054056
YOL070C		0.026016
YOL071W	EMI5	
YOL072W	THP1	0.034964
YOL073C		0.019573
YOL075C		0.072116
YOL076W	MDM20	0.031578
YOL077C	BRX1	
YOL077W-A	ATP19	
YOL078W	AVO1	
YOL079W		0.065915
YOL080C	REX4	0.094189
YOL081W	IRA2	0.112985
YOL082W	ATG19	0.024822
YOL083C-A		
YOL083W		0.004638
YOL084W	PHM7	0.013190
YOL085C		
YOL085W-A		
YOL086C	ADH1	0.748406
YOL086W-A		
YOL087C		0.076652
YOL088C	MPD2	0.030494
YOL089C	HAL9	0.109470
YOL090W	MSH2	0.029759
YOL091W	SPO21	0.027266
YOL092W		0.012691
YOL093W	TRM10	0.068388
YOL094C	RFC4	0.027588
YOL095C	HMI1	0.014768
YOL096C	COQ3	0.027018
YOL097C	WRS1	0.061505
YOL097W-A		
YOL098C		
YOL099C		
YOL100W	PKH2	0.111502
YOL101C	IZH4	0.062081
YOL102C	TPT1	0.025317
YOL103W	ITR2	0.068056
YOL104C	NDJ1	0.100961
YOL105C	WSC3	0.072040
YOL106W		
YOL107W		0.031093
YOL108C	INO4	0.108149
YOL109W	ZEO1	6.030715
YOL110W	SHR5	0.060243
YOL111C	MDY2	0.065789
YOL112W	MSB4	0.062963
YOL113W	SKM1	0.088098
YOL114C		0.026205
YOL115W	PAP2	0.122955
YOL116W	MSN1	0.071282
YOL117W	RRI2	0.023996
YOL118C		
YOL119C	MCH4	0.042489
YOL120C	RPL18A	0.325490
YOL121C	RPS19A	
YOL122C	SMF1	0.043361
YOL123W	HRP1	0.886060
YOL124C	TRM11	0.022428
YOL125W		0.072864
YOL126C	MDH2	0.476346
YOL127W	RPL25	0.383463
YOL128C	YGK3	0.035657
YOL129W	VPS68	0.015399
YOL130W	ALR1	0.118423
YOL131W		
YOL132W	GAS4	
YOL133W	HRT1	0.046243
YOL134C		0.037981
YOL135C	MED7	0.027475
YOL136C	PFK27	0.073997
YOL137W	BSC6	0.047608
YOL138C		0.052164
YOL139C	CDC33	0.106051
YOL140W	ARG8	
YOL141W	PPM2	0.066071
YOL142W	RRP40	0.040006
YOL143C	RIB4	0.157688
YOL144W	NOP8	0.158113
YOL145C	CTR9	0.135840
YOL146W	PSF3	0.014868
YOL147C	PEX11	0.020277
YOL148C	SPT20	0.037347
YOL149W	DCP1	0.040851
YOL150C		
YOL151W	GRE2	0.090830
YOL152W	FRE7	0.102225
YOL154W	ZPS1	0.046544
YOL155C		0.548776
YOL155W-A		
YOL156W	HXT11	0.007631
YOL157C		0.027056
YOL158C	ENB1	
YOL159C		0.032298
YOL159C-A		
YOL160W		
YOL161C		0.016304
YOL162W		
YOL163W		
YOL164W	BDS1	0.028505
YOL164W-A		
YOL165C	AAD15	0.057108
YOL166C		
YOL166W-A		
YOR001W	RRP6	0.058629
YOR002W	ALG6	0.028256
YOR003W	YSP3	0.016275
YOR004W	UTP23	
YOR005C	DNL4	0.020346
YOR006C		0.182990
YOR007C	SGT2	0.155284
YOR008C	SLG1	0.134394
YOR008C-A		
YOR008W-B		
YOR009W	TIR4	0.008233
YOR010C	TIR2	
YOR011W	AUS1	0.008482
YOR011W-A		
YOR012W		0.114420
YOR013W		
YOR014W	RTS1	0.041546
YOR015W		0.115613
YOR016C	ERP4	0.031201
YOR017W	PET127	0.047273
YOR018W	ROD1	
YOR019W		0.027925
YOR020C	HSP10	0.098909
YOR020W-A		
YOR021C		0.053437
YOR022C		0.016929
YOR023C	AHC1	0.041068
YOR024W		
YOR025W	HST3	0.045039
YOR026W	BUB3	0.066911
YOR027W	STI1	0.100917
YOR028C	CIN5	0.029323
YOR029W		
YOR030W	DFG16	0.052611
YOR031W	CRS5	
YOR032C	HMS1	0.029718
YOR032W-A		
YOR033C	EXO1	0.035317
YOR034C	AKR2	0.025592
YOR034C-A		
YOR035C	SHE4	0.026093
YOR036W	PEP12	0.049492
YOR037W	CYC2	0.050422
YOR038C	HIR2	0.037865
YOR039W	CKB2	0.053636
YOR040W	GLO4	0.170443
YOR041C		0.047951
YOR042W	CUE5	0.065955
YOR043W	WHI2	0.130584
YOR044W		0.082614
YOR045W	TOM6	
YOR046C	DBP5	0.068075
YOR047C	STD1	0.018462
YOR048C	RAT1	0.128429
YOR049C	RSB1	0.068629
YOR050C		0.135288
YOR051C		0.108306
YOR052C		0.594981
YOR053W		
YOR054C	VHS3	0.035762
YOR055W		0.041278
YOR056C	NOB1	0.127169
YOR057W	SGT1	0.031869
YOR058C	ASE1	0.058168
YOR059C		0.116427
YOR060C		
YOR061W	CKA2	0.191182
YOR062C		0.056257
YOR063W	RPL3	
YOR064C	YNG1	0.056136
YOR065W	CYT1	0.076027
YOR066W		0.047371
YOR067C	ALG8	0.019633
YOR068C	VAM10	0.018547
YOR069W	VPS5	0.074742
YOR070C	GYP1	
YOR071C		0.023802
YOR072W		
YOR072W-A		
YOR072W-B		
YOR073W	SGO1	0.021173
YOR073W-A		
YOR074C	CDC21	0.012595
YOR075W	UFE1	0.070754
YOR076C	SKI7	0.026231
YOR077W	RTS2	0.029369
YOR078W	BUD21	0.311420
YOR079C	ATX2	0.050957
YOR080W	DIA2	0.063594
YOR081C	TGL5	
YOR082C		
YOR083W	WHI5	0.136929
YOR084W		0.057020
YOR085W	OST3	0.047251
YOR086C	TCB1	0.077128
YOR087W	YVC1	0.029350
YOR089C	VPS21	0.174502
YOR090C	PTC5	0.040795
YOR091W	TMA46	0.203957
YOR092W	ECM3	0.068938
YOR093C		
YOR094W	ARF3	
YOR095C	RKI1	0.193676
YOR096W	RPS7A	0.129149
YOR097C		
YOR098C	NUP1	0.077641
YOR099W	KTR1	0.080110
YOR100C	CRC1	0.046780
YOR101W	RAS1	0.123156
YOR102W		
YOR103C	OST2	0.100770
YOR104W	PIN2	0.048874
YOR105W		
YOR106W	VAM3	0.073176
YOR107W	RGS2	0.178266
YOR108C-A		
YOR108W	LEU9	0.050638
YOR109W	INP53	0.052136
YOR110W	TFC7	0.022864
YOR111W		
YOR112W		0.017192
YOR113W	AZF1	
YOR114W		
YOR115C	TRS33	0.054126
YOR116C	RPO31	0.115472
YOR117W	RPT5	
YOR118W		0.090869
YOR119C	RIO1	0.083489
YOR120W	GCY1	0.232004
YOR121C		
YOR122C	PFY1	0.267341
YOR123C	LEO1	0.119716
YOR124C	UBP2	0.073372
YOR125C	CAT5	0.021334
YOR126C	IAH1	0.018192
YOR127W	RGA1	0.101778
YOR128C	ADE2	0.019040
YOR129C		0.015225
YOR130C	ORT1	0.035029
YOR131C		0.019830
YOR132W	VPS17	0.040065
YOR133W	EFT1	0.209194
YOR134W	BAG7	
YOR135C		0.565654
YOR136W	IDH2	0.243592
YOR137C	SIA1	0.052511
YOR138C	RUP1	
YOR139C		0.327582
YOR140W	SFL1	0.100767
YOR141C	ARP8	0.050828
YOR142W	LSC1	0.132332
YOR143C	THI80	0.072939
YOR144C	ELG1	0.010290
YOR145C	PNO1	0.083198
YOR146W		
YOR147W	MDM32	
YOR148C	SPP2	
YOR149C	SMP3	0.016143
YOR150W	MRPL23	
YOR151C	RPB2	0.122662
YOR152C		0.037678
YOR153W	PDR5	0.087896
YOR154W		0.054152
YOR155C	ISN1	0.022496
YOR156C	NFI1	0.038303
YOR157C	PUP1	0.087627
YOR158W	PET123	0.043337
YOR159C	SME1	
YOR160W	MTR10	0.032998
YOR161C	PNS1	0.012185
YOR161C-C		
YOR161W-A		
YOR161W-B		
YOR162C	YRR1	0.020812
YOR163W	DDP1	0.050443
YOR164C		0.019511
YOR165W	SEY1	0.065241
YOR166C		0.021033
YOR167C	RPS28A	
YOR168W	GLN4	0.127105
YOR169C		
YOR170W		
YOR171C	LCB4	0.048205
YOR172W	YRM1	0.105095
YOR173W	DCS2	0.055704
YOR174W	MED4	0.012448
YOR175C		0.057001
YOR176W	HEM15	
YOR177C	MPC54	0.007960
YOR178C	GAC1	0.217188
YOR179C	SYC1	0.168293
YOR180C	DCI1	
YOR181W	LAS17	0.033001
YOR182C	RPS30B	0.407757
YOR183W	FYV12	
YOR184W	SER1	0.033391
YOR185C	GSP2	
YOR186C-A		
YOR186W		
YOR187W	TUF1	
YOR188W	MSB1	0.049373
YOR189W	IES4	
YOR190W	SPR1	0.030128
YOR191W	RIS1	
YOR192C		0.020637
YOR192C-C		
YOR193W	PEX27	0.039162
YOR194C	TOA1	0.092055
YOR195W	SLK19	0.045839
YOR196C	LIP5	0.028587
YOR197W	MCA1	0.013053
YOR198C	BFR1	0.047738
YOR199W		
YOR200W		0.079561
YOR201C		0.019113
YOR202W	HIS3	0.035866
YOR203W		
YOR204W	DED1	0.412111
YOR205C		0.040178
YOR206W	NOC2	0.349824
YOR207C	RET1	0.081802
YOR208W	PTP2	0.029272
YOR209C	NPT1	
YOR210W	RPB10	
YOR211C	MGM1	
YOR212W	STE4	0.174125
YOR213C	SAS5	0.040101
YOR214C		
YOR215C		0.061701
YOR216C	RUD3	0.078691
YOR217W	RFC1	0.062389
YOR218C		0.155680
YOR219C	STE13	0.044758
YOR220W		
YOR221C	MCT1	
YOR222W	ODC2	
YOR223W		0.023249
YOR224C	RPB8	0.106471
YOR225W		
YOR226C	ISU2	0.101928
YOR227W		
YOR228C		0.016261
YOR229W	WTM2	0.052291
YOR230W	WTM1	0.034997
YOR231C-A		
YOR231W	MKK1	0.033299
YOR232W	MGE1	0.053795
YOR233W	KIN4	0.045624
YOR234C	RPL33B	0.100102
YOR235W		
YOR236W	DFR1	
YOR237W	HES1	
YOR238W		0.039950
YOR239W	ABP140	0.071640
YOR241W	MET7	0.076656
YOR242C	SSP2	0.055464
YOR243C	PUS7	0.085487
YOR244W	ESA1	
YOR245C	DGA1	0.040453
YOR246C		0.082910
YOR247W	SRL1	
YOR248W		
YOR249C	APC5	0.057394
YOR250C	CLP1	0.014979
YOR251C		0.030208
YOR252W	TMA16	0.085651
YOR253W	NAT5	
YOR254C	SEC63	0.085421
YOR255W	OSW1	
YOR256C	TRE2	
YOR257W	CDC31	
YOR258W	HNT3	0.093243
YOR259C	RPT4	0.115311
YOR260W	GCD1	0.059938
YOR261C	RPN8	0.175333
YOR262W		0.065927
YOR263C		0.176024
YOR264W	DSE3	0.091027
YOR265W	RBL2	
YOR266W	PNT1	0.054324
YOR267C	HRK1	
YOR268C		0.067560
YOR269W	PAC1	0.050356
YOR270C	VPH1	0.083312
YOR271C		0.044830
YOR272W	YTM1	0.206250
YOR273C	TPO4	
YOR274W	MOD5	0.050705
YOR275C	RIM20	0.026814
YOR276W	CAF20	
YOR277C		
YOR278W	HEM4	0.063086
YOR279C	RFM1	0.133201
YOR280C	FSH3	0.037511
YOR281C	PLP2	0.057438
YOR282W		
YOR283W		0.078347
YOR284W	HUA2	0.018776
YOR285W		0.138528
YOR286W		0.147689
YOR287C		0.302393
YOR288C	MPD1	0.018730
YOR289W		0.024869
YOR290C	SNF2	0.047259
YOR291W		0.015820
YOR292C		0.035921
YOR293C-A		
YOR293W	RPS10A	0.161205
YOR294W	RRS1	0.120739
YOR295W	UAF30	0.047498
YOR296W		
YOR297C	TIM18	0.022816
YOR298C-A	MBF1	
YOR298W	MUM3	0.046438
YOR299W	BUD7	0.037456
YOR300W		
YOR301W	RAX1	
YOR302W		
YOR303W	CPA1	0.250267
YOR304C-A		
YOR304W	ISW2	0.074497
YOR305W		0.087561
YOR306C	MCH5	0.145661
YOR307C	SLY41	
YOR308C	SNU66	0.068339
YOR309C		
YOR310C	NOP58	0.116068
YOR311C	HSD1	
YOR312C	RPL20B	0.167389
YOR313C	SPS4	0.045972
YOR314W		
YOR314W-A		
YOR315W	SFG1	
YOR316C	COT1	0.068990
YOR316C-A		
YOR317W	FAA1	
YOR318C		0.093494
YOR319W	HSH49	0.059234
YOR320C	GNT1	0.040953
YOR321W	PMT3	0.019867
YOR322C	LDB19	0.059952
YOR323C	PRO2	0.039770
YOR324C	FRT1	0.025917
YOR325W		0.065961
YOR326W	MYO2	
YOR327C	SNC2	
YOR328W	PDR10	
YOR329C	SCD5	0.052475
YOR329W-A		
YOR330C	MIP1	
YOR331C		0.037782
YOR332W	VMA4	0.059829
YOR333C		0.055427
YOR334W	MRS2	0.019386
YOR335C	ALA1	0.092590
YOR335W-A		
YOR336W	KRE5	
YOR337W	TEA1	0.045196
YOR338W		0.343695
YOR339C	UBC11	0.073159
YOR340C	RPA43	
YOR341W	RPA190	
YOR342C		0.126370
YOR343C		
YOR344C	TYE7	
YOR345C		0.057480
YOR346W	REV1	
YOR347C	PYK2	0.037152
YOR348C	PUT4	0.043893
YOR349W	CIN1	0.082447
YOR350C	MNE1	
YOR351C	MEK1	0.023285
YOR352W		0.072590
YOR353C	SOG2	0.052084
YOR354C	MSC6	0.038921
YOR355W	GDS1	0.064002
YOR356W		
YOR357C	SNX3	0.049133
YOR358W	HAP5	0.051887
YOR359W	VTS1	0.063360
YOR360C	PDE2	0.090761
YOR361C	PRT1	0.098953
YOR362C	PRE10	0.088366
YOR363C	PIP2	0.097652
YOR364W		0.042744
YOR365C		0.022624
YOR366W		
YOR367W	SCP1	0.054185
YOR368W	RAD17	0.052023
YOR369C	RPS12	
YOR370C	MRS6	0.097416
YOR371C	GPB1	0.045175
YOR372C	NDD1	0.024929
YOR373W	NUD1	
YOR374W	ALD4	0.044402
YOR375C	GDH1	
YOR376W		
YOR376W-A		
YOR377W	ATF1	0.057667
YOR378W		0.008515
YOR379C		
YOR380W	RDR1	0.019449
YOR381W	FRE3	
YOR381W-A		
YOR382W	FIT2	0.051627
YOR383C	FIT3	0.024542
YOR384W	FRE5	0.041151
YOR385W		0.019858
YOR386W	PHR1	0.035303
YOR387C		
YOR388C	FDH1	
YOR389W		0.008184
YOR390W		0.031061
YOR391C	HSP33	
YOR392W		0.015867
YOR393W	ERR1	
YOR394C-A		
YOR394W		
YOR396C-A		
YOR396W		
YPL001W	HAT1	
YPL002C	SNF8	
YPL003W	ULA1	
YPL004C	LSP1	
YPL005W	AEP3	0.025343
YPL006W	NCR1	
YPL007C	TFC8	0.026489
YPL008W	CHL1	0.037040
YPL009C		
YPL010W	RET3	0.034253
YPL011C	TAF3	0.042052
YPL012W	RRP12	0.174456
YPL013C	MRPS16	0.070546
YPL014W		
YPL015C	HST2	0.034745
YPL016W	SWI1	0.030005
YPL017C		0.075820
YPL018W	CTF19	0.045525
YPL019C	VTC3	0.088381
YPL020C	ULP1	0.032377
YPL021W	ECM23	
YPL022W	RAD1	
YPL023C	MET12	
YPL024W	RMI1	0.052439
YPL025C		
YPL026C	SKS1	0.052066
YPL027W	SMA1	0.035187
YPL028W	ERG10	0.035728
YPL029W	SUV3	0.033033
YPL030W		0.060897
YPL031C	PHO85	0.068305
YPL032C	SVL3	0.069530
YPL033C		
YPL034W		0.084730
YPL035C		
YPL036W	PMA2	0.073423
YPL037C	EGD1	0.084305
YPL038W	MET31	0.095348
YPL038W-A		
YPL039W		0.025706
YPL040C	ISM1	0.085490
YPL041C		0.059793
YPL042C	SSN3	0.047880
YPL043W	NOP4	0.330842
YPL044C		0.193370
YPL045W	VPS16	0.050369
YPL046C	ELC1	
YPL047W	SGF11	
YPL048W	CAM1	0.024149
YPL049C	DIG1	0.043048
YPL050C	MNN9	0.069900
YPL051W	ARL3	0.040974
YPL052W	OAZ1	0.110197
YPL053C	KTR6	
YPL054W	LEE1	0.031343
YPL055C	LGE1	0.113288
YPL056C		0.098475
YPL057C	SUR1	0.334806
YPL058C	PDR12	0.296709
YPL059W	GRX5	0.066518
YPL060W	LPE10	0.101660
YPL061W	ALD6	
YPL062W		
YPL063W	TIM50	0.031812
YPL064C	CWC27	0.077721
YPL065W	VPS28	0.057073
YPL066W		0.031291
YPL067C		0.037875
YPL068C		0.080009
YPL069C	BTS1	0.042854
YPL070W	MUK1	
YPL071C		0.050659
YPL072W	UBP16	0.049641
YPL073C		0.036987
YPL074W	YTA6	0.036005
YPL075W	GCR1	0.090109
YPL076W	GPI2	0.036393
YPL077C		0.026585
YPL078C	ATP4	0.056441
YPL079W	RPL21B	0.348332
YPL080C		0.067467
YPL081W	RPS9A	0.205017
YPL082C	MOT1	
YPL083C	SEN54	0.027600
YPL084W	BRO1	0.028149
YPL085W	SEC16	0.106525
YPL086C	ELP3	0.036969
YPL087W	YDC1	0.054897
YPL088W		0.110188
YPL089C	RLM1	0.092370
YPL090C	RPS6A	0.150279
YPL091W	GLR1	0.059108
YPL092W	SSU1	
YPL093W	NOG1	0.150675
YPL094C	SEC62	0.043465
YPL095C	EEB1	
YPL096C-A	ERI1	
YPL096W	PNG1	0.073331
YPL097W	MSY1	
YPL098C	MGR2	
YPL099C		0.039531
YPL100W	ATG21	0.049193
YPL101W	ELP4	
YPL102C		
YPL103C		0.042404
YPL104W	MSD1	
YPL105C		0.086353
YPL106C	SSE1	0.111464
YPL107W		0.052426
YPL108W		0.061721
YPL109C		0.035338
YPL110C	GDE1	0.032721
YPL111W	CAR1	0.149606
YPL112C	PEX25	0.041334
YPL113C		
YPL114W		0.053186
YPL115C	BEM3	0.213783
YPL116W	HOS3	
YPL117C	IDI1	0.078880
YPL118W	MRP51	0.066112
YPL119C	DBP1	0.049124
YPL119C-A		
YPL120W	VPS30	0.035349
YPL121C	MEI5	
YPL122C	TFB2	0.058464
YPL123C	RNY1	0.033371
YPL124W	SPC29	0.020614
YPL125W	KAP120	
YPL126W	NAN1	0.088238
YPL127C	HHO1	0.035595
YPL128C	TBF1	0.015403
YPL129W	TAF14	0.049783
YPL130W	SPO19	0.053067
YPL131W	RPL5	0.184945
YPL132W	COX11	0.025621
YPL133C	RDS2	0.065955
YPL134C	ODC1	0.135917
YPL135C-A		
YPL135W	ISU1	1.433407
YPL136W		0.187896
YPL137C	GIP3	0.115182
YPL138C	SPP1	0.050526
YPL139C	UME1	0.079151
YPL140C	MKK2	0.053159
YPL141C		0.043616
YPL142C		
YPL143W	RPL33A	0.187882
YPL144W		0.038351
YPL145C	KES1	0.121200
YPL146C	NOP53	0.319069
YPL147W	PXA1	
YPL148C	PPT2	0.048753
YPL149W	ATG5	
YPL150W		0.024191
YPL151C	PRP46	0.047326
YPL152W	RRD2	0.084127
YPL152W-A		
YPL153C	RAD53	0.015293
YPL154C	PEP4	0.154217
YPL155C	KIP2	0.045749
YPL156C	PRM4	
YPL157W	TGS1	0.126441
YPL158C		0.129936
YPL159C	PET20	0.038292
YPL160W	CDC60	
YPL161C	BEM4	0.017548
YPL162C		
YPL163C	SVS1	0.080755
YPL164C	MLH3	0.014601
YPL165C	SET6	0.058966
YPL166W	ATG29	
YPL167C	REV3	
YPL168W		0.028603
YPL169C	MEX67	0.049001
YPL170W	DAP1	0.116694
YPL171C	OYE3	0.027806
YPL172C	COX10	
YPL173W	MRPL40	0.048171
YPL174C	NIP100	0.059051
YPL175W	SPT14	0.060035
YPL176C	TRE1	0.036956
YPL177C	CUP9	
YPL178W	CBC2	
YPL179W	PPQ1	0.107073
YPL180W	TCO89	0.048029
YPL181W	CTI6	0.165431
YPL182C		
YPL183C		0.084134
YPL183W-A		0.013411
YPL184C		0.067535
YPL185W		0.048965
YPL186C	UIP4	0.042561
YPL187W	MF(ALPHA)1	
YPL188W	POS5	0.035310
YPL189C-A		
YPL189W	GUP2	0.013128
YPL190C	NAB3	0.187309
YPL191C		0.041449
YPL192C	PRM3	
YPL193W	RSA1	0.057336
YPL194W	DDC1	0.022578
YPL195W	APL5	0.049089
YPL196W	OXR1	0.049907
YPL197C		
YPL198W	RPL7B	0.135119
YPL199C		0.054917
YPL200W	CSM4	
YPL201C	YIG1	
YPL202C	AFT2	0.027375
YPL203W	TPK2	0.033641
YPL204W	HRR25	0.240558
YPL205C		
YPL206C		0.016866
